Komentar,Label
Mending kasi aku 2ekor deh cukup utk akuariumku,Netral
JADI SIAPA YG MENYEBAR SAPU2 di DANAU TOBA?? ga faham betapa merusak nya ikan ini kh huhu,Negatif
"pernah melihara pls gara gara ikan ini,ikan aku yang kecil mati semua jadi di buang",Positif
Kang siomay kekurangan bahan nanti,Negatif
Dulu mah ada baso goreng dari ikan sapu2. Pas makan suka ada potongan kumisnya,Negatif
segede gaban ngeri kali,Negatif
jangankan manusia ikan aja kena grebek,Netral
"Coba pikir scara logiga... dulu sungai dikampung ku air nya bersih da jernih. Banyak ikan keting, lundu, gabus, paitan, sepat, belut dan di pasir nya banyak remis, dipinggirannya banyak kepah. Nahhh... skrg air sungai dikampung ku sdh sngat tercemar dan sangat kotor, yg tersisa hanya ikan sapu2 ini. Padahal dlu mssa saya kcl blm pernah lihat ini ikan",Positif
Di danau Toba malah ada yang nyebar ni ikan katanya biar memusnahkan red devil,Negatif
Di kampung aku namanya ikan indosiar,Netral
ini enak lho daging nya kalo di olah,Negatif
Ide Siapa Pertama Kali Bawa Tuh Ikan Masuk Ke Indo? Sebenernya Kan Untuk Bersihin Aquarium Ya Ikan Hias Gitu.. Jadi Yg Pertama Kali Lepasin Tuh Ikan Ke Air Indo Siapa?,Positif
"Dulu kalau beli jajan siomai SD yang murah bgt dan bisa dibeli dgn uang 100 perak, tapi ikan nya berasa bgt kaya harga di abang2 yang mahal. Aku nanya abang kok ikan nya berasa bgt? Ikan apa? Nyam nyam nyam… 
Si abang: Ikan sapu-sapu, neng, sttttt…! ",Negatif
"Ada lelenya gak kak? Soalnya waktu aku dan kawan ku @nunuu.1717 visit ke pi, dia bilang mau mancing disitu katanya banyak lele nya kak",Netral
kubur buat di jadiin pupuk,Positif
Bye bye ikan sapu sapu yg kita lihat kemaren @owlstoriess,Positif
Padahal tinggal dikasih seragam oren aja loh pak ikannya,Negatif
kok bisa sebanyak itu,Netral
jd inget lu @kenziks “cil jgn cil somaynya pake sapu2” dr situ saya tromaaaa sama somaay,Negatif
Ikan sapu sapu lagi disapu,Netral
apa itu ikan sabu sabu,Netral
Bagus dia berdihksn lumut. Knapa ditangkap,Netral
Serem bener,Negatif
Mantap... Musnahkan ikan sapu sapu,Positif
"itu ikan hidupnya disitu lebih lama dari umur gue, disitu tempat gue main waktu kecil nyari ikan kecill watu gabut sore sore",Negatif
Jadiin dimsum aja,Negatif
Ini predator ini dan hama habitat ikan lainnya di musnahin,Positif
Kok gweh takut di jadiin mbg ya,Negatif
Dibikin siomai,Negatif
Ada yg nampung iniiii pastiiii gratiiss truss dijual ke kang somay,Negatif
Hancurkan kasih makan buaya di zoo gaboleh ya?,Negatif
Yang jadi masalah adalah dulu itu siapa yang naruh benih ikan sapu2 di disana sampe akhirnya jadi berkembang biak banyak banget sampe sekarang...???,Positif
Keras kayak ikan purba tp klo ga tuntas ampe abis sekali nelor mrk bs byk bgt,Positif
"turis2 kalo jalan lewatin trotoar PI suka berhenti bentar liatin ikan sapu2 ini terus difoto. Katanya ""GEDE BANGET ITU IKANNYA!""",Netral
Liyatttt bey tempat gabut kitaaa @imam_bonjol26,Netral
Sini sungai dekat pajak seikambing ratusan pak,Positif
"Fakta menarik dari cara berfikir org indonesia ttg 3 hal yg mereka yakini tanpa berfikir secara logika . 1. Agama 2.kesehatan 3.pengen cepet kaya. 
 Kita tarik fakta d lapangan. Ikan sapu menyimpan telur d gorong gorong tanah dlm air, sedangkan ikan nila dan lain lain dia menyimpan telur dalam perut. Jadi mustahil bisa makan makan telur ikan. 
 2.katanya pengrusakan tanah d sungai yg d sebabkan ikan sapu sapu membolongi tanah yg membuat tanah menjadi lebar. tapi fktanya pelebaran tanah, diakibatkan aliran air sungai yg begitu deras ketika air sungai besar, yg merusak bagian atas tanah,dikarnakan bagian ats tanah gembur, berbeda kepadatan dengan bagian dalam air lubang ikan sapu2 yg begitu padat karna hukum alam yg memadatkan tnah yg denga air sungai ketika air tenang. 
 3, tujuan dari membunuh ikan ikan sapu2 yg di anggap sebagai hama adalah, upaya untuk menghentikan perdagangan tidak sehat para pelaku usaha makanan seperti somay dan lain lain yg menggunkan ikan sapu sapusbg bhan baku utama. Sebenernya sah sah aja , pengalihan narasi menjadikan ikan sapu sapu sbgai hama, agar tidak menimbulkan reaksi keras oleh para penjual makanan supaya tidak terkesan mnjatuhkan bidang usaha. 
 Ini sperti larangan org tua dulu, ""jngan duduk depan pintu, nanti ketutup rejeki"" Dan d thun 2026 ini,memberi edukasi yg langsung to the point akan menjadi kontra yg sangat kuat. Jadi intinya konten yg sering dsajikan bro arief, hnya untuk mengedukasi agar menjaga kesehatan dari para oknum penjual jajanan yg berbuat tdk baik,mungkin ntuk sementara,hindari makan jajanan yg diolah dari ikanan. 
 Sukses selalu contennya, teruslah mengedukasi untuk tujuan yg lebih baik",Positif
Hati hati pengalihan isu,Netral
Akhirnya masuk media besar.. Congrats bang,Positif
Habis ditangkep trus dikemanain?? Maaf nanya penasaran soalnya,Netral
"Nah cakep, udah di lirik media besar nasional",Positif
"Dari ikan ini kita belajar, kalo kebanyakan orang gak penting dan gak manfaat maka ekosistem akan rusak",Netral
Bisa dimakan ga sih?,Netral
"Terus berkonten dan memberi edukasi bang, yuhuuuuuuuuu",Positif
"Keren, semangat terus bang",Positif
"Keren bang, lanjutkan! Dari hal kecil bisa menjadi besar!.. Salam lestari",Positif
"Followers naik drastis, yuhuu",Positif
"Luar biasa, makasih bang! Salute!! Kebetulan saya tinggal di Afrika Selatan dan Ranger (pemerintah) di sini pun concern tentang binatang dan tanaman yang bukan endemik afsel yang secara berkala mereka cabut/tebang/berantas agar tidak menganggu habitat asli. Sekali lagi, Makasih banyak bang",Positif
Akhirnya Sampai kompas bang yuhuu,Positif
"Saya setuju sama pemikiran dan gerakan abang, tapi saya sangat menyayangkan cara abang mengurangi populasinya dengan memotek dan membiarkan didarat begitu saja sampai mati. Mereka makhluk hidup juga bang, kalo gak salah ada yg suka live memburu sapu-sapu juga tapi untuk pakan bebek. Lebih baik kerjasama drnga. Mereka",Positif
kucing boleh gag sii makan ikan sapu-sapu?,Netral
semoga ada tim peneliti yang bisa menemuin cara yg efektif buat nekan ikan sapu2. tp kepikiran bisa dijadiin campuran dry food kucing gak sih?,Positif
Yuhuuuuuuu.Tetap semangat bang untuk mengedukasi kita-kita,Positif
Wah keren,Positif
"Pantes pernah nemu sapu2 di trotoar, padahal kalinya dipagerin. Mungkin hasil kerja Abang ini? Thanks bang!",Positif
Akhirnya dapet perhatian media. Sempga nextnya dari pemerintah. Yuk Pak @pramonoanungw @si.rano waktunya Ciliwung Ijo Royo Royo lagi,Positif
Semoga dinas lingkungan hidup bisa bekerja sama,Positif
"Bener gak sih klo ikan sapu-sapu ini serinh dijadiin bahan makanan sperti :baso ikan, siomay, batagor ikan, dll ?",Netral
Arief lah predator alami sapu sapu ,Netral
oo ternyata dia merusak ekosistem ya...,Positif
"Di masukin ke Aquarium aja ga si? Kalo ga,di jual, kasian tau maaf saya pecinta hewan bahkan walaupun hewan yg spt nyamuk sekalipun karna kita sama' makhluq",Negatif
"buat kucing bisa gasi bg, biar matinya masih manfaat hehe",Positif
Sekalian nyuplai tukang somay kang.,Negatif
sapu² kalo cuma di taro dj darat 1 bulan masi hidup jir,Negatif
"Bang, terima kasih sudah turut membantu menjaga keseimbangan ekosistem",Positif
katanya bisa jadi otak otak,Netral
Jadiin somay kalau kata bintang bete mah,Negatif
Itu sekalian di jadiin bakso ga bang,Negatif
Ingat nila dan red devil juga ikan invasi,Negatif
"Nah loh masuk kompas, mana kemarin yg hujat bang arif",Positif
Mengapa anda peduli dgn kembalinya ekosistem,Netral
Ada konten medsos yg selalu upload kegiatan bersihin ikan sapu² diambil dagingnya katanya buat dijual untuk dimakan atau untuk pakan ternak ,Negatif
Klo manusia yg rusak ekosistem dan bumi perlu diburu juga yaah,Negatif
"Yuhuuu gua nonton elu di Facebook bang wkwk, Keep it up",Positif
wih masuk kompas,Positif
Keren abang,Positif
"keren, semangat para relawan",Positif
"ikan: makasih bang, blop blop blop",Netral
"Ada kok predator ikan sapu-sapu, namanya @ariefkamarudin",Netral
Antum ga ikutan? @bonangculay,Netral
Mantap bang @arifmuhammaddd_,Positif
Bisa di jual nih ikan sapu-sapu buat jadi alat bersihin akuarium,Positif
Semoga menggerakkan yang tergerak. Pemerintah?,Positif
Hmm bahan somay. Katanya sih,Negatif
"Yuhuuu... udh mulai masuk media nasional nieh , tetep semangat bang",Positif
Dan Ya Ini Ikan Sapu-sapu Bisa Dimakan Gak...,Negatif
Emang yang namanya perdagangan satwa banyak membawa masalah,Negatif
Bener tp kan ga bakal habis habis ikan nya banyak,Negatif
Akhirnya dilirik media besar bang,Positif
Tidak lebih berbahaya dr para pejabat korup sih,Negatif
Dagingnya bagus itu bos coba di produksi buat krupuk atau rengginang,Negatif
Keren,Positif
Yuhuu gw yg ngikutin bang arief tiap hari seneng banget bisa masuk kompas juga tentang pemusnahan sapu-sapu... Congrats bang kudu makin semangat ini mah ,Positif
terima kasih bang!,Positif
@ariefkamarudin wahh masuk kompas nih media berita kesukaan ane apalagi pas nge roasting wkwkw,Positif
Konten favorit ku belakangan ini wkwkwk yuhuuu,Positif
yakin dimusnahin? ngga dijual ke tukang somay kan?,Negatif
mantapp,Positif
"Konten kreator idola gua ini, sambil makan telur ikan sapu sapu",Positif
"Yuhuuu, mantep emang abang"" lenteng agung ini",Positif
"Yang notice kaya gini2 bukan dari kementrian, ngapain aja ya..anjeeeng kesel ga bisaak nulis sopan2 dah",Negatif
Predatornya ikan sapu-sapu apakah tukang somay ya?,Netral
Yuhuuu bang arief masuk tipi... smg makin banyak yg aware mengenai sapu2 ini,Positif
Bjirr nggak asli pemerintah Amerika nya Ampe IKAN. IKANNYA JUGA NGERUGIIN,Netral
ikan sapu2 predator nomor 1 nya itu ada pada tukang somay dan otak2 sehingga dngn adanya penjual makanan tsb maka akan mengurangi populasi ikan sapu2 di kali2 seluruh indonesia,Negatif
"Saya dekat sekali dengan kali ciliwung , tinggal di jl cimahi pada sekitara tahun 1955 umur 7 tanpa sepengetahuan ortu menyebrang jl latuharhari…turun ke sungai ciliwung…. Menanggok ikan warna warni… entah ikan apa namanya…..
 Semasa SMA ke sekolah di setiabudi ditahun” 1960 an…. Menyeberang dg getek kesekolah……… Ciliwung….. riwayatmu duluuuuuu…..",Positif
"Kerennn bang @ariefkamarudin Coba kolaborasi sama pemda, dan gandeng kampus kaya IPB atau Badan Riset dan Inovasi Nasional (BRIN) buat riset, siapa tahu ikan sapu-sapu bisa dimanfaatin jadi pakan ternak atau pupuk.
 Jadi nggak cuma dikubur, tapi juga punya nilai ekonomi.",Positif
Ikan aja ciptaan tuhan kena fitnah oleh pemerintah,Negatif
Mana yg lebih penting : berbondong2 berburu ikan sapu2 atau berbondong2 bersihkan sampah sampah plastik dan sampah unorganik lainnya di sungai?,Netral
"Alam rusak krena ulah manusia rakus, bukan ulah hewan",Negatif
Penjelasan yg cerdas dan beranii.. logic pulaa..,Positif
"Aku kemarin lihat postingan di pandawara group, katanya mereka menemukan sungai yang sangat kotor, saking kotornya, ikan sapu-sapu aja sampai ma*ti karena tidak kuat dengan pencemaran di sungai itu,, gong banget gak sih,, ikan sapu-sapu aja gak kuat hidup di sungai itu, apalagi ikan lokal biasa 😢",Positif
"Aku suka perspektif narasinya, tapi ada poin yg kurang min, aku udah nonton konten mas Arief yg mempopulerkan tangkap sapu-sapu Ciliwung, sapu-sapu itu sangat cepat berkembang biak, 1 induk bisa punya telur 500-1000 bayangin kalo ini dibiarin, bisa bisa menyebar kesemua area sungai selain Ciliwung, dan ikan ini itu punya kecenderungan makan di dasaran yg membuat telur-telur ikan lain ikut termakan, bukan niat makan tapi emang ga sengaja karena ikan ini apa aja dimakan + mulutnya ada dibawah. Lalu niat awal mas Arief itu buat nyentil pelayan rakyat ketika bersih bersih lalu liat limbahnya dimana-mana, kalo ga kerasa kesentil terus buat narasi pencapaian mah yah emang udah kebiasaan mereka, jadi sapu-sapu ga sepenuhnya kambing hitam. Dan lagi, sapu-sapu itu ga punya predator disini, ga ada satupun yg mau makan, makanya ini juga bahaya, sapu-sapu emang korban, tapi bukan berarti harus dibiarin.",Positif
"Antara hama dan korban…
 sering kali dibedakan oleh siapa yang sedang memegang kendali.",Negatif
"akhirnya ada yang speak up juga, sempet kecewa karena pada bungkam. mungkin karena ikan sapu² dianggap ga menguntungkan dan buruk rupa. seenggaknya sapu² menguntungkan bagi alam nya. miris liat nya setelah apa yang di lakuin untuk lingkungan nya berujung dibantai tanpa belas kasih dengan tujuan kebencian",Positif
"Entah kenapa para ahli tak ada yg bersuara. Kalo sudah gak ada ikan sapu2, entah siapa lagi nanti yg akan disalahkan. Jangan2 air sungainya yg disalahkan.",Positif
"sapu sapu ibarat pintu buat nyentil banyak orang tentang masalah ekosistem sebenarnya, sampah dan limbah!",Positif
"Tetap semangat menyadarkan publik, untuk orang yang mau berpikir, di saat di paksa untuk selalu diam untuk menyatakan yang sebenarnya",Positif
Memang merusak dia di habitat bikin lubang untuk bertelur yang bisa mengakibatkan longsor ketika over populasi,Positif
"postingan admin ini mengambil sudut pandang moral dan etika, yang memang terasa menyentuh karena menyebut ikan ini sebagai ""korban"". namun, jika kita melihat dari kacamata ekologi (keseimbangan alam) dan fakta lapangan, statement di gambar bilang mereka cuma mencoba bertahan hidup. masalahnya, dalam biologi ada istilah Spesies Invasif. Ikan sapu-sapu bukan ikan asli Indonesia (asalnya dari Amerika Tengah/Selatan). membiarkan spesies asing merusak ekosistem lokal bukan bentuk ""kasihan"", tapi pembiaran terhadap kepunahan ikan asli kita (seperti ikan gabus, nila, atau wader). Menyelamatkan satu jenis ikan yang ""tahan banting"" tapi mengorbankan puluhan jenis ikan lokal lainnya justru sebuah ketidakadilan ekologis. postingan ini menyebut kita ""menghukum korban"". tapi secara teknis, keberadaan mereka di sungai liar sering kali karena kelalaian manusia yang membuang ikan peliharaan ke sungai (lepas liar)??? simpnya gini upaya pembasmian atau pengendalian populasi bukan didasari kebencian pada ikannya, melainkan upaya restorasi. sama seperti kita mencabut rumput liar di taman bukan karena benci rumputnya, tapi supaya bunga-bunga lain bisa tumbuh. kebiasaan mereka melubangi bantaran sungai itu nyata dan merusak struktur tanah. Ini bukan soal ""keserakahan manusia"", tapi soal keselamatan warga di pinggir sungai yang terancam banjir atau longsor karena tanggulnya keropos dihuni koloni sapu-sapu. benar bahwa manusia merusak sungai dengan limbah, tapi membiarkan ikan sapu-sapu mendominasi tidak memperbaiki kualitas air. Ikan sapu-sapu justru memperparah keadaan karena mereka memutus rantai makanan alami yang seharusnya bisa membantu pemulihan ekosistem sungai secara mandiri.",Positif
"Ikan sapu-sapu itu hama, kalau soal ikan yang tahan segala air dan tempat kotor sungai berisi sampah ikan betok dan belut juga bisa!, tapi telur dan anak ikan betok dimangsa oleh ikan sapu-sapu yang invasif. Sampai sini Paham?
 Ikan sapu2 itu spesies luar tidak ada predator yang memangsanya disini jadi pantas dibasmi jangan membuat opini baru, memang manusia juga salah, tapi soal sapu2 tetaplah invasif.",Positif
Mengkritisi sesuatu ga harus 'menyakahkan' tindakan yg sudah benar. Ikan sapu² emang sejatinya bukan hidup di Indonesia. Jadi ya emang harus di kontrol populasinya.,Positif
Kalau ikan lokal divunuh ikan sapu² lantas ikan gua di aquarium kenapa ikan sapu² ku gak makan ikan lainnya?,Negatif
Ijin ikut berdialog. Ikan sapu² yg berkembang biak sangat pesat dan cara bertahan hidup mereka yg unik memang bisa menjadi hama untuk ikan endemik/penghuni lokal di sana. Tapi tak dipungkiri juga kepunahan ikan disebabkan karena pencemaran lingkungan yg masif. Jadi kedua hal tersebut memang salah dua variable yg berhubungan dengan kepunahan ikan lokal. Tapi mungkin pemerintah lebih senang mengurusi ikan sapu² saja ketimbang mengurusi pencemar lingkungan dan mengurusi ikan sapu².,Positif
Saya beli ikan sapu-sapu dari kecil hingga besar sekarang ini untuk di aquarium. Ikan sapu-sapu saya gabung dengan ikan emas dalam 1 aquarium. Dan dia tidak memakan ikan emas saya sampai sekarang malah hidup berdampingan. Fungsi ikan sapu-sapu ini kalau di aquarium untuk memakan lumut lumut yang menempel. Dengan kata lain dia membersihkan kotoran yang menempel dalam aquarium. Alhamdulillah sekarang makin besar dan aman aman saja dengan ikan lain saya.,Negatif
"dibilang hama, tapi cuman mereka ikan yg bisa bertahan di air keruh, bertahan di air yg bercampur dengan sampah' bertahan melihat tempat tinggal mereka dihancurkan, (kenapa ikan ini semakin banyak ya karena cuman mereka yg bisa bertahan)(kenapa ikan lain tidak banyak lagi ya karena mereka sudah tumbang di hantam air bercampur sampa sampa) cuman ikan ini yg mampu bertumbuh dan berkembang biak dengan pesat di sungai yang kotor, sedangkan ikan lain mana bisa",Negatif
We (Humans) are an evil species,Netral
"Klo semisal nih ya, emang dh abis ikan sapu2nya... Nnti di taro lah ikan asli indo atau yg ga invasif, emang idup? Hahaha",Negatif
"Mereka memang invasive species artinya buka bagian asli dr ekosistem lokal. Tapi kenapa mereka bisa sampai sini? Tentu saja, dibawa oleh manusia itu sendiri. Jadi yg harus diperbaiki itu adalah tanggungjawab manusia.",Negatif
"Sama halnya larangan penggunaan tas plastik (kresek) di beberapa tempat tertentu, atau slogan mengurangi penggunaan plastik untuk bumi yang lebih sehat, tapi kenapa pabrik plastik masih dibuka? Kenapa tidak ditutup saja kalau memang tujuannya adalah bebas plastik demi bumi yang lebih sehat😢",Netral
"Kalau sapu2 d brantas kira2 ikan asal bakal balik lgi?, kalau sungainya aja udah coklat bau bahkan sampek item? Mending kembalikan kondisi sungainya dulu gk sih, sampahnya, baru nanti d kasih bibit ikan asal mungkin bakal bisa, sambil kurangin sapu2, Terus dri pada mbg mulu, coba tiap rt pemuda pemudi itu d kasih kerjaan sampingan ambilin sampah tiap hari d rumah2 tugasnya tiap rt, biar minimalisir kebiasaan buang sampah yg gk pada tempatnya, karna masyarakat ini sudah terlalu malas melangkah buang sampah pada tmpatnya, anak sekolah juga bisa d tugaskan, bisa jadi kegiatan + dapat upah + generasi selanjutnya jadi sadar akan pentingnya kelola sampah, banyak kan untungnya, udah d gaji jdi kegiatan ,ngerubah generasi selnjutnya ,",Negatif
